Input,Target,Progression
"We'll keep you updated,but everything looks very promising.","Thank you,doctor. You've made our day. We are so very grateful",D
I wanted to let you know that your family member is doing much better this morning.,That's wonderful news We were so worried after the surgery,N
"Yes,they're recovering beautifully. They're awake,alert,and even asking for breakfast.",That's our family member Always thinking about food What a relief to hear that ,D
We're very pleased with their progress.,This is music to my ears We were so worried last night.  Thank you for calling,D
"They're a fighter,that's for sure",They get that from our side of the family,D
We'll keep you updated on their progress.,Thank you so much You've made our day,D
"We just got the latest test results back for your loved one,and they are very encouraging.","You've made my day,doctor This is the news we've been praying for",N
"Yes,the infection is responding beautifully to the antibiotics.",This is incredible I can't tell you how much this means to us,D
We're confident they'll make a full recovery.,"Oh,this is just the best news ever. We are so relieved ",D
"They're young and strong,and they're fighting hard.",That's our family member We knew they could beat this,D
"We'll continue to monitor them closely,but everything is looking very positive.","Thank you,doctor. You've given us hope and joy We are so very grateful.",D
I have some wonderful news about your relative,"Oh,Doctor,I've been so anxious to hear What is it",N
"They're awake  And not just awake,they're asking for you","Oh,bless their heart I knew they would pull through",D
They're doing much better than we expected this soon after the surgery.,"They are a fighter,that's for sure.  I can't wait to see them",D
We're very pleased with their progress. They're a real trooper,"This is the best news  Thank you,Doctor,from the bottom of my heart",D
They'll be moved to a regular room soon. You can visit then.,That's wonderful Thank you so much for keeping me updated We're overjoyed,D
I just wanted to give you an update on your friend.  They are doing fantastic,"Oh,that is wonderful to hear What a relief How are they doing",N
We were able to take them off the ventilator this morning.,That is amazing We were so worried about them. That's just the best news,D
They're breathing completely on their own and even talking a bit.,I can't wait to talk to them This is so much better than we expected ,D
We're very pleased with their progress.,Thank you for taking such good care of them We are so grateful,D
"We'll continue to monitor them closely,but everything is looking great.","You've made our day,doctor Thank you for calling with this amazing news",D
I have some encouraging news about your loved one.,"Oh,thank goodness  I've been so worried Tell me everything",N
