Input,Target,Progression
We're doing everything we can to keep her comfortable.,But she was supposed to get better.,I
I understand this is hard.,This isn't fair.,I 
We'll be here for you both.,I don't know what we'll do...,I
Take all the time you need.,I just want her to be okay.,I
The medication isn't working as well as we hoped.,What does that mean,N
We may need to consider other options.,Like what,N
There are some clinical trials...,Trials That sounds risky.,I 
They could be a good option.,I don't know...,I
We can discuss it further.,I need some time to think.,I
"Your son is stable,but he's still unconscious.",When will he wake up,N
It's hard to say.,"He's going to be okay,right",N
We're doing everything we can.,This is so hard.,I 
I understand.,I just want him to open his eyes.,I
We'll keep you updated.,Thank you.,D
We need to talk about endoflife care.,"No,it's too soon for that.",I
We just want you to be prepared.,I can't... I won't talk about this.,I
"It's a difficult conversation,I know.","He's not giving up,so neither am I.",I
We'll support you whatever you decide.,I just want him to get better.,I
We all do.,I can't lose him.,I 
The test results are in.,And,N
It's not the news we were hoping for.,How bad is it,I
The tumor is malignant.,Cancer,I
Yes.,This can't be happening.,I
We'll discuss treatment options.,I... I need a minute.,I
We have to amputate.,Amputate His leg,I
It's the only way to stop the spread.,There has to be another way.,I
We've explored all other options.,This is insane.,I 
I know this is a lot to process.,He'll be devastated.,I
We'll provide support through everything.,I don't know what to do.,I
Your daughter is asking for you.,"Oh,thank God. Is she awake",D
"Yes,she's regaining consciousness.",Can I see her,D
"Of course,follow me.",Thank you so much.,D
"She's still weak,but she's doing well.",I'm just so happy she's okay.,D
We'll keep monitoring her progress.,Thank you for everything.,D 
The biopsy results are inconclusive.,What does that mean,N
We need to do more tests.,More tests Why,I
To get a clearer diagnosis.,This is frustrating.,I
I understand.,What are we waiting for,I
We'll schedule the tests right away.,Thank you.,N
We found a donor match for your husband.,You did Oh my god,D
"Yes,it's a perfect match.",This is incredible news,D
We can schedule the transplant as soon as possible.,Thank you Thank you so much,D
This is a miracle.,We're so grateful.,D
We'll take good care of him.,I know you will.,D 
There's been a change in your mother's condition.,What's wrong,I
She's taken a turn for the worse.,Is she going to be okay,I
We're doing everything we can.,I don't understand. She was doing better.,I
These things can be unpredictable.,This is a nightmare.,I
We're here for you.,I just want my mom back.,I 
We need to discuss resuscitation options.,You think it's going to come to that,I
We want to be prepared.,I can't think about that right now.,I
"It's a difficult conversation,I know.",I just want him to get better.,I
We all do.,"Please,just tell me he's going to be okay.",I
We'll do everything we can.,That's not good enough.,I 
The rehabilitation process will be long.,How long are we talking,N
"It could take months,even years.",Years,I
"But he'll recover,right",He should make a full recovery.,D
That's good to hear.,"It will be a long road,but we'll be there every step of the way.",N
Thank you.,We're here for you.,D 
We did everything we could.,"No... no,that's not possible.",I
I'm so sorry.,This can't be happening.,I
I know this is hard to hear.,He can't be gone.,I
We'll be here for you.,I don't want to believe it.,I
Take all the time you need.,He can't be gone...,I 
Your brother is awake.,He is Can I see him,D
"He's still a little groggy,but yes.",Thank you Thank you,D
He's asking for you.,I'm on my way.,D
This is such a relief.,I know. We're all happy he's okay.,D
We'll continue monitoring him closely.,Thank you again.,D 
"We've stabilized your father for now,but he's still unconscious.",Thank goodness.  When will he wake up,N
It's hard to say with these types of injuries. We're monitoring him closely.,"I understand. Just...keep me updated,okay",N 
Of course. We'll do everything we can.,I know you are. He's a fighter.,D 
He seems to be in good spirits.,That's good to hear.,D
We'll know more soon.,Thank you.,D 
"The surgery went well,but there were some complications.",Complications What kind of complications,I
There was more internal bleeding than we anticipated.,Is she going to be okay,I 
"She's in critical condition,but we're doing everything we can.",I don't understand.  She was fine yesterday.,I 
Sometimes these things happen unexpectedly.,This is a nightmare.,I 
We'll keep you updated on her progress.,Please do.,I
Your wife is out of surgery and resting comfortably.,"Oh,thank God. Can I see her",D
"She's still a bit groggy from the anesthesia,but you can see her soon.",I've been so worried.,D 
I understand. We'll let you know when she's ready.,Thank you so much.,D
Everything went as planned.,That's a relief.,D
We'll keep a close eye on her.,I appreciate it.,D 
"Your son's condition is stable,but he's still in a lot of pain.",Can I go be with him,N
Absolutely. He could really use the support.,I can't imagine what he's going through.,N 
We're managing his pain as best we can.,I know you are.,N 
He's a strong kid.,He really is.,N 
We'll keep you updated.,Thank you.,N 
We're not sure what's causing your daughter's symptoms.,What does that mean,I
We need to run some more tests.,Is she going to be alright,I
We're doing everything we can to figure it out.,This is so scary.,I
I understand your concern.,I just want her to be okay.,I
We'll have more information soon.,Please keep me informed.,I 
"The test results are back,and it's not good news.",What is it,I
Your husband's cancer has spread.,Oh my God.,I
We need to discuss treatment options.,This can't be happening.,I
I know this is a lot to process.,I don't know what to do.,I
We're here to support you both.,Thank you.,I 
"We were able to remove the tumor,but we'll need to monitor him closely.",Will he be okay,N
"It's too early to say for sure,but the surgery went well.",I'm so scared.,N 
I understand. We're doing everything we can.,He means everything to me.,N
We know he's important to you.,"Just please,take care of him.",N
We will.,Thank you.,N
Your mother's condition is deteriorating.,What are you saying,I
"We're doing everything we can,but...","No,no,no...",I
I'm so sorry.,She can't...she can't leave me.,I
This is a difficult time.,I don't want to lose her.,I
We're here for you.,I just...need a minute.,I 
There's been a change in your brother's condition.,What's happening,I
He's taken a turn for the worse.,Is he...is he going to die,I
We're doing everything we can.,I can't lose him.,I
I understand.,He's all I have left.,I
We'll keep you updated.,Please.,I 
We have some good news. Your wife is awake.,Really  Oh my God,D
